seed,time,scenario,strata,mean_inc,emp_rate,mean_mhcase,mean_mcs,mean_mcscase50,mean_mcscase45,mean_mcscase46,mean_mcscase40,mean_mcscase35,mean_mcscase30
100,2023.0,baseline,population,11889.883381862202,0.5859872611464968,0.24203821656050956,42.96866242038217,0.7070063694267515,0.5286624203821656,0.5286624203821656,0.36942675159235666,0.2356687898089172,0.12738853503184713
100,2024.0,baseline,population,15696.44155843421,0.49333333333333335,0.6466666666666666,44.09320581724178,0.74,0.5266666666666666,0.5666666666666667,0.32666666666666666,0.14,0.07333333333333333
100,2025.0,baseline,population,15468.887682885055,0.5547945205479452,0.7808219178082192,41.518509490914994,0.8287671232876712,0.6506849315068494,0.6917808219178082,0.4246575342465753,0.1917808219178082,0.10273972602739725
100,2026.0,baseline,population,13417.055681025364,0.5793103448275863,0.7103448275862069,42.39001585225063,0.8,0.6206896551724138,0.6413793103448275,0.3931034482758621,0.2206896551724138,0.0896551724137931
100,2027.0,baseline,population,14687.854084125293,0.5944055944055944,0.7412587412587412,41.112435395279896,0.7972027972027972,0.6293706293706294,0.6853146853146853,0.46153846153846156,0.3006993006993007,0.11888111888111888
100,2028.0,baseline,population,16740.78136670481,0.6225165562913907,0.7549668874172185,41.14109924533662,0.8278145695364238,0.6556291390728477,0.6887417218543046,0.4370860927152318,0.26490066225165565,0.13245033112582782
100,2029.0,baseline,population,16671.947747711587,0.6190476190476191,0.7142857142857143,41.352306035341556,0.8027210884353742,0.6258503401360545,0.6666666666666666,0.4897959183673469,0.2925170068027211,0.10884353741496598
100,2030.0,baseline,population,14182.242122892008,0.5973154362416108,0.7785234899328859,40.71351053730031,0.8053691275167785,0.6510067114093959,0.6912751677852349,0.4966442953020134,0.3087248322147651,0.1342281879194631
100,2031.0,baseline,population,15141.88820667865,0.6078431372549019,0.7254901960784313,41.82735585475324,0.8235294117647058,0.6274509803921569,0.6601307189542484,0.41830065359477125,0.1895424836601307,0.10457516339869281
100,2032.0,baseline,population,13828.910639789208,0.569620253164557,0.7531645569620253,42.450723657908846,0.8037974683544303,0.620253164556962,0.6392405063291139,0.41139240506329117,0.2088607594936709,0.10759493670886076
100,2033.0,baseline,population,14956.154039360923,0.6013071895424836,0.6470588235294118,42.69158152135214,0.7647058823529411,0.5686274509803921,0.6013071895424836,0.37254901960784315,0.28104575163398693,0.10457516339869281
100,2034.0,baseline,population,12751.379501894442,0.5605095541401274,0.7770700636942676,43.03352347931,0.7770700636942676,0.5732484076433121,0.6114649681528662,0.3821656050955414,0.22929936305732485,0.08280254777070063
100,2035.0,baseline,population,14153.235099216861,0.6118421052631579,0.743421052631579,43.78732080041922,0.756578947368421,0.5394736842105263,0.5921052631578947,0.34868421052631576,0.19078947368421054,0.05921052631578947
101,2023.0,baseline,population,11889.883381862202,0.5859872611464968,0.24203821656050956,42.96866242038217,0.7070063694267515,0.5286624203821656,0.5286624203821656,0.36942675159235666,0.2356687898089172,0.12738853503184713
101,2024.0,baseline,population,14881.54898630753,0.4589041095890411,0.6506849315068494,44.01999387808025,0.7602739726027398,0.5342465753424658,0.5821917808219178,0.3219178082191781,0.14383561643835616,0.07534246575342465
101,2025.0,baseline,population,16423.028476714342,0.541095890410959,0.7876712328767124,41.78670169050455,0.815068493150685,0.6643835616438356,0.678082191780822,0.4178082191780822,0.19863013698630136,0.1095890410958904
101,2026.0,baseline,population,13963.250483052667,0.5486111111111112,0.7291666666666666,42.43149645352362,0.7916666666666666,0.6111111111111112,0.6388888888888888,0.3958333333333333,0.2152777777777778,0.09722222222222222
101,2027.0,baseline,population,14584.756446220288,0.5633802816901409,0.7323943661971831,41.417470440319974,0.795774647887324,0.6126760563380281,0.676056338028169,0.44366197183098594,0.2746478873239437,0.11971830985915492
101,2028.0,baseline,population,17100.155913331226,0.6122448979591837,0.7482993197278912,40.7168825852285,0.8299319727891157,0.6598639455782312,0.6870748299319728,0.46258503401360546,0.2857142857142857,0.14285714285714285
101,2029.0,baseline,population,16820.16985654471,0.581081081081081,0.6891891891891891,41.34856553761134,0.7905405405405406,0.6418918918918919,0.668918918918919,0.47297297297297297,0.27702702702702703,0.10810810810810811
101,2030.0,baseline,population,13889.80082923023,0.5592105263157895,0.7368421052631579,40.47877887785573,0.8223684210526315,0.6776315789473685,0.6973684210526315,0.4868421052631579,0.3355263157894737,0.13815789473684212
101,2031.0,baseline,population,14032.402370704825,0.5394736842105263,0.75,41.967774823513935,0.8157894736842105,0.618421052631579,0.6513157894736842,0.40789473684210525,0.21052631578947367,0.10526315789473684
101,2032.0,baseline,population,13381.300599505998,0.5316455696202531,0.7468354430379747,41.98875310878792,0.7911392405063291,0.6329113924050633,0.6582278481012658,0.4240506329113924,0.22151898734177214,0.10126582278481013
101,2033.0,baseline,population,14273.98175173432,0.5592105263157895,0.631578947368421,41.64917570183451,0.7894736842105263,0.618421052631579,0.6447368421052632,0.4276315789473684,0.32894736842105265,0.13815789473684212
101,2034.0,baseline,population,13430.08560877257,0.5592105263157895,0.756578947368421,42.75332856468524,0.756578947368421,0.5526315789473685,0.5855263157894737,0.375,0.26973684210526316,0.125
101,2035.0,baseline,population,14926.51586508164,0.5197368421052632,0.756578947368421,43.633190396407414,0.7302631578947368,0.5657894736842105,0.5921052631578947,0.35526315789473684,0.19736842105263158,0.07236842105263158
102,2023.0,baseline,population,11889.883381862202,0.5859872611464968,0.24203821656050956,42.96866242038217,0.7070063694267515,0.5286624203821656,0.5286624203821656,0.36942675159235666,0.2356687898089172,0.12738853503184713
102,2024.0,baseline,population,13474.066359337441,0.4935064935064935,0.6818181818181818,44.31495461894362,0.7662337662337663,0.5,0.5454545454545454,0.3051948051948052,0.13636363636363635,0.06493506493506493
102,2025.0,baseline,population,15136.709855632856,0.5540540540540541,0.7837837837837838,42.00193242335205,0.8378378378378378,0.6554054054054054,0.6824324324324325,0.41216216216216217,0.1891891891891892,0.10135135135135136
102,2026.0,baseline,population,12597.738702081722,0.5724137931034483,0.7448275862068966,42.99877390964689,0.7931034482758621,0.6344827586206897,0.6551724137931034,0.3724137931034483,0.18620689655172415,0.08275862068965517
102,2027.0,baseline,population,14066.263951993353,0.6153846153846154,0.7552447552447552,41.94458608461181,0.7762237762237763,0.5944055944055944,0.6503496503496503,0.4125874125874126,0.25874125874125875,0.11888111888111888
102,2028.0,baseline,population,15897.381266126251,0.5933333333333334,0.78,41.55930003148195,0.8266666666666667,0.6333333333333333,0.6733333333333333,0.4266666666666667,0.24666666666666667,0.10666666666666667
102,2029.0,baseline,population,16676.51596373004,0.5684931506849316,0.7054794520547946,41.043411198149066,0.815068493150685,0.6575342465753424,0.7054794520547946,0.4657534246575342,0.2876712328767123,0.1232876712328767
102,2030.0,baseline,population,15770.669280616292,0.6040268456375839,0.7651006711409396,40.75489660076439,0.8120805369127517,0.6577181208053692,0.6912751677852349,0.46308724832214765,0.2953020134228188,0.1342281879194631
102,2031.0,baseline,population,15317.433854669005,0.5855263157894737,0.743421052631579,42.24821496039259,0.8157894736842105,0.618421052631579,0.6447368421052632,0.40789473684210525,0.18421052631578946,0.10526315789473684
